"","Text","Positive","Negative","Score","PosPercent","NegPercent"
"405","RT @kiranrajdc: India is a land of unity in diversity. Diversity in terms of language, religion,culture etc. but you morons ruining it by i",1,2,-1,33.3333333333333,66.6666666666667
"406","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"407","It's Shame that these hindi people are celebrating #HindiDiwas using non hindi people money... 

# /NS88bpMmBV",0,1,-1,0,100
"408","Hindi doesnt have its 
Own History
Own Writing System

And its history started just 1200 years back. Earlier hind /J6nVnIIz7F",0,0,0,0,0
"409","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"410","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"411","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"412","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"413","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"414","RT @Madhu7777: @AmitShah  Why are your party  members begging for votes and wooing people in State languages? Learn to embrace diversity by",0,1,-1,0,100
"415","RT @VINNUSAURUS: Thank God Sri Lanka and Bangladesh are not part of India, they will not suffer this language partiality. #StopHindiImposit",1,2,-1,33.3333333333333,66.6666666666667
"416","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"417","#StopHindiImperialism
Respect other languages 
We are indian but also  
Don't kill our language",0,1,-1,0,100
"418","My thoughts on #StopHindiImperialism 

-No language should be imposed on anyone.

-We should love all ""INDIAN"" lang /ZqTr3TIoLl",1,0,1,100,0
"419","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"420","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"421","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"422","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"423","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"424","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"425","RT @TamizhObserver: @tnrvicky @PTTVOnlineNews use these hash tags 

#
#StopHindiImperialism 
#StopHindiImposition",0,0,0,0,0
"426","@PMOIndia don't use whole Indian tax payers money to promote one language. India is not Hindi. Make all 22 schedule /8ge2CoQq4t",0,0,0,0,0
"427","RT @CommonManOffl: To Hindi speaking sensible people 
Just take a time to answer this.

Let's make Tamil as our National Language..

How yo",1,0,1,100,0
"428","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"429","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"430","RT @SRINIVASHK64: @RoflGandhi_ #StopHindiImperialism on South Indians #StopHindiimposition #wewantbarathbhashadivas not only #HindiDiwas le",0,0,0,0,0
"431","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"432","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"433","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"434","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"435","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"436","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"437","@RoflGandhi_ #StopHindiImperialism on South Indians #StopHindiimposition #wewantbarathbhashadivas not only /nkY4yM6OIn",0,0,0,0,0
"438","RT @kodiparakuthaa: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-n",2,0,2,100,0
"439","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"440","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"441","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"442","Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u ne /NBLc1eK0kV",0,0,0,0,0
"443","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"444","RT @Jeganb79: if it is your birth day celebrate. Why are you asking me to celebrate.  #StopHindiImperialism #StopHindiImperialism 

I will",2,0,2,100,0
"445","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"446","RT @VINNUSAURUS: Thank God Sri Lanka and Bangladesh are not part of India, they will not suffer this language partiality. #StopHindiImposit",1,2,-1,33.3333333333333,66.6666666666667
"447","Thank God Sri Lanka and Bangladesh are not part of India, they will not suffer this language partiality. /hcfqGN4jxF",1,2,-1,33.3333333333333,66.6666666666667
"448","Ok guys.. so other language people like #Bengali #Gujrati #Malayali #Telugu #Kannada #Punjabi you all accepting the /UIwiEFyW0P",1,0,1,100,0
"449","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"450","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"451","Why aren't you able to bring back Tamil in the ATMs? @mkstalin @Udhaystalin #StopHindiImposition /HRStKw5e2k",0,0,0,0,0
"452","To Hindi speaking sensible people 
Just take a time to answer this.

Let's make Tamil as our National Language..

H /zhy2ILHxKR",1,0,1,100,0
"453","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"454","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"455","@AmitShah we have enough problems to deal with. dont create new problems. we support your stand on nationalistic is /n9cV7Rv0Rs",2,2,0,50,50
"456","RT @TamizhObserver: @tnrvicky @PTTVOnlineNews use these hash tags 

#
#StopHindiImperialism 
#StopHindiImposition",0,0,0,0,0
"457","Today Sep14th we the #Kerala #Keralites celebrate #MalayalamDinam....against #Hindi supremacy...!!! /D9uNNcZ8SV",2,0,2,100,0
"458","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"459","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"460","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"461","Mr. Amit Shah do you know what is UNITY IS DIVERSITY? DO YOU KNOW ABOUT THE HISTORY OUR INDIA CLEARLY?? /L0k7BfHIMw",2,0,2,100,0
"462","RT @iamSanthoshvvs: How many times we have to tell you this 
#StopHindiImperialism /48b9MLg5US",0,0,0,0,0
"463","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"464","@AmitShah  Why are your party  members begging for votes and wooing people in State languages? Learn to embrace div /VDn7fOGPPE",0,1,-1,0,100
"465","Amith shah bats eye on one nation one language  policy  yes i welcome that move...  one nation one language .. le /bqMBUhwU5f",1,0,1,100,0
"466","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"467","if it is your birth day celebrate. Why are you asking me to celebrate.  #StopHindiImperialism #StopHindiImperialism /J2lTFZaTJK",2,0,2,100,0
"468","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"469","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"470","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"471","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"472","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"473","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"474","RT @Saislakshmanan: Sanskrit &amp; Indo-European languages arrived in India between 2000 - 1500 BC, after Harappan Civilisation had declined du",0,0,0,0,0
"475","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"476","RT @Jeganb79: # in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperial",0,0,0,0,0
"477","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"478","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"479","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"480","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"481","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"482","RT @iam_manoj_kumar: They will say
One Nation
One language
One Religion

Never One Caste

Know the difference

They will  exploit you.
#Sto",0,1,-1,0,100
"483","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"484","There are ppl all over, who proudly say I am # #Tamilan #Telugite #Mallu #Bengali #Amchimumbai #Punjabi /Psd6OXH21l",0,0,0,0,0
"485","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"486","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"487","Hypocrisy is some use English without even bothering that it is a foreign language. But some resist the celebration /6nXiGVQtj1",1,2,-1,33.3333333333333,66.6666666666667
"488","RT @kiranrajdc: India is a land of unity in diversity. Diversity in terms of language, religion,culture etc. but you morons ruining it by i",1,2,-1,33.3333333333333,66.6666666666667
"489","How many times we have to tell you this 
#StopHindiImperialism /48b9MLg5US",0,0,0,0,0
"490","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"491","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"492","RT @kodiparakuthaa: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-n",2,0,2,100,0
"493","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"494","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"495","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"496","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"497","@News18TamilNadu India was formed for administrative purpose and each races like Tamils, Telugu, bengali etc has th /bwhbKwtuEh",1,0,1,100,0
"498","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"499","RT @Jeganb79: # in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperial",0,0,0,0,0
"500","RT @Bhargavvvvv1: In India approx 43% of population speaks hindi language. Remaining 57% speaks other regional languages. It's quite imprac",0,0,0,0,0
"501","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"502","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"503","RT @NicheBrain: We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with Hindi, o",1,1,0,50,50
"504","RT @TheShaktiRoopa: On the day of Hindi Diwas, never #StopHindiImposition .
Never #StopHindiImperialism .
Hindi all the way, baby!
Hindi ro",0,0,0,0,0
"505","RT @karthicbp: Retarded Home Minister of India @AmitShah says our mother tongue ""HINDI"" while he being a Gujarati by birth.. Traitors with",0,1,-1,0,100
"506","RT @NicheBrain: We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with Hindi, o",1,1,0,50,50
"507","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"508","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"509","RT @UncthVllgeYouth: No language can unite India. Don't believe anyone who claims otherwise. A language which had no history, no roots, no",0,0,0,0,0
"510","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"511","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"512","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"513","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"514","#StopHindiImperialism is the new Twitter Hashtag. No one is forcing Hindi on you. Kerala and Tamil Nadu as a state /WfyPW7JJay",0,0,0,0,0
"515","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"516","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"517","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"518","In India approx 43% of population speaks hindi language. Remaining 57% speaks other regional languages. It's quite /34zLKIktXh",0,0,0,0,0
"519","RT @vinay4884: @vk_smp @s_karkala We have already have an example for one nation one language I.e Pakistan and Bangladesh please don't repe",0,0,0,0,0
"520","#HindiImposition #StopHindiImperialism Give respect to all regional language..nobody have rights to destroy any lan /Y6c3FjrAd8",1,1,0,50,50
"521","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"522","Imagine this, you are in your democratic country. Your govt is partial to few people who speak certain language. Th /xyoXhJAJM0",0,0,0,0,0
"523","#StopHindiImposition @AmitShah @narendramodi enough is enough stop this ! #StopHindiImperialism",2,0,2,100,0
"524","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"525","@CNNnews18 @AmitShah @maryashakil Our mother Tongue is Punjabi  We, Panjabis oppose the imposition of Hindi
#StopHindiImperialism",0,2,-2,0,100
"526","#StopHindiImposition 
#StopHindiImperialism if its your birthday . You celebrate. Why are you asking me to celebrate. you hindi diwas .",2,0,2,100,0
"527","RT @kiranrajdc: India is a land of unity in diversity. Diversity in terms of language, religion,culture etc. but you morons ruining it by i",1,2,-1,33.3333333333333,66.6666666666667
"528","@AmitShah please #StopHindiImperialism #stophindiimposition on us. Please belive in unity in diversity.",1,0,1,100,0
"529","One langaunge is act of hegemony.
Dont kill beauty of diversity. 
#StopHindiImperialism /Fp5IM0qT3k",1,2,-1,33.3333333333333,66.6666666666667
"530","@CNNnews18 @AmitShah @maryashakil Hindi can not unite Nation, it's dividing . #StopHindiImperialism give equal prio /4yEbmikDsc",0,0,0,0,0
"531","RT @NicheBrain: We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with Hindi, o",1,1,0,50,50
"532","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"533","RT @Indic_Swapnil: #StopHindiImposition #StopHindiImperialism 
You will never find any Odia,Gujrati,Bengali,punjabietc people protesting ag",0,1,-1,0,100
"534","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"535","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"536","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"537","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"538","RT @DravidanTalkies: Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperiali",0,1,-1,0,100
"539","People who are lying Hindi is the National Language of India and want to spread it All over India should be conside /a5Tr6Ig0U6",0,1,-1,0,100
"540","I am a Kannadiga.
Kannada represents me.
That makes an Indian.

#StopHindiImposition #StopHindiImperialism /0QikxFLWUZ",0,0,0,0,0
"541","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"542","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"543","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"544","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"545","Hey idiot @AmitShah Hindi, not a national language.

/UPcnpXYDAH

#StopHindiImposition
#StopHindiImperialism",0,1,-1,0,100
"546","RT @NicheBrain: We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with Hindi, o",1,1,0,50,50
"547","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"548","A Gujarathi kills gujarathi language.

#StopHindiImperialism",0,1,-1,0,100
"549","RT @blurt2kc: This government is hell bent on destroying every facet of what this country is they want everyone to prescribe to their idea",0,2,-2,0,100
"550","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"551","We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with /BQWWXVUXB4",1,1,0,50,50
"552","RT @karthicbp: Retarded Home Minister of India @AmitShah says our mother tongue ""HINDI"" while he being a Gujarati by birth.. Traitors with",0,1,-1,0,100
"553","Hindi can never be India's Identity. Every state has its own tradition, culture, identity through its language. Don /dixcTdhml5",0,0,0,0,0
"554","The imposition of Hindi must be resisted. There is no such thing called one nation one language in India. Multiple /i86bPCToap",0,1,-1,0,100
"555","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"556","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"557","@dixit7shubham It is simple as that!
English speaking people are not slaves of british people!
English being the bi /VG18786xOb",0,1,-1,0,100
"558","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"559","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"560","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"561","RT @CommonManOffl: Many Mahararastra &amp; West Bengal people worried of the destruction of Marathi &amp; Bengali respectively due to Hindi

Tamil",0,2,-2,0,100
"562","RT @fnoble20: @RagulRoshan7 @SwamiGeetika Why should I be jealous of u. I know the greatest language of all time tamil, all hindians should",1,1,0,50,50
"563","Retarded Home Minister of India @AmitShah says our mother tongue ""HINDI"" while he being a Gujarati by birth.. Trait /KIK5xOCzl3",0,1,-1,0,100
"564","RT @iam_manoj_kumar: They will say
One Nation
One language
One Religion

Never One Caste

Know the difference

They will  exploit you.
#Sto",0,1,-1,0,100
"565","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"566","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"567","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"568","This government is hell bent on destroying every facet of what this country is they want everyone to prescribe to t /Ol4t4QabmX",0,2,-2,0,100
"569","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"570","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"571","RT @Indic_Swapnil: #StopHindiImposition #StopHindiImperialism 
You will never find any Odia,Gujrati,Bengali,punjabietc people protesting ag",0,1,-1,0,100
"572","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"573","Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"574","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"575","RT @ShivamK52268375: Can't understand why ppl are saying about #StopHindiImperialism.
Ppl shud understand that there must be a language tha",0,0,0,0,0
"576","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"577","RT @MKankunj: #_ is the best day to oppose Hindi.,.,. #HindiDiwas 

#StopHindiImperialism is Joke Today.  No one is forcing Hindi",1,2,-1,33.3333333333333,66.6666666666667
"578","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"579","RT @StopImposition: #StopHindiImposition
#StopHindiImperialism 
#Wedontwanthindidivas 
Respect diversity.",1,0,1,100,0
"580","Northiees: happy #HindiDiwas
Me: best wishes from my heart
Northiees: 'hindi is national language,hindu cultural pr /7vLyGAOypq",2,0,2,100,0
"581","We don't need any particular language to unite India. India's uniqueness lies on its UNITY IN DIVERSITY. And everyo /KzKlSSFA0y",1,1,0,50,50
"582","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"583","#BlackDayAgainstHindiImposition #StopHindiImposition #StopHindiImperialism 
It's such a shame that the undeserving /YD1zZGieIP",0,1,-1,0,100
"584","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"585","#_ is the best day to oppose Hindi.,.,. #HindiDiwas 

#StopHindiImperialism is Joke Today.  No one is forc /MIUU41ykEs",1,2,-1,33.3333333333333,66.6666666666667
"586","Can't understand why ppl are saying about #StopHindiImperialism.
Ppl shud understand that there must be a language /bm6Oij8v4F",0,0,0,0,0
"587","They will say
One Nation
One language
One Religion

Never One Caste

Know the difference

They will  exploit you. /oh9RJ4b25R",0,1,-1,0,100
"588","@ikrishnaacharya @INCIndia What about non hindi languages?
This country is not Hindi alone. Respect the diversity. /2u93LkhU24",1,0,1,100,0
"589","Many Mahararastra &amp; West Bengal people worried of the destruction of Marathi &amp; Bengali respectively due to Hindi

T /7AQYP7EbSQ",0,2,-2,0,100
"590","#StopHindiImposition 
#StopHindiImperialism  
#stopbilingual exams /m9LLgvdV9S",0,0,0,0,0
"591","'India' is the only uniting factor of the Union. 

If any other identity is to be imposed as an uniting factor, the /66ZZ9GXdsh",0,0,0,0,0
"592","@AmitShah Sir even @narendramodi learning #Tamil.
Pls implement all over #India, Tamil as common language.
#StopHindiImperialism",0,0,0,0,0
"593","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"594","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"595","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"596","No wonder why India got 41th position in Democracy Index (7.23 - Flawed democracy). 
#StopHindiImperialism #StopHindiImposition",1,1,0,50,50
"597","RT @vinay4884: @ChaturMan6 @s_karkala In which language you are communicating now.simple answer.#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"598","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"599","RT @Jeganb79: # in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperial",0,0,0,0,0
"600","@airnewsalerts @AmitShah Why only #Hindi Divas...? Do #KANNADA DIVASA
#BlackDayAgainstHindiImposition 
#StopHindiImperialism",0,0,0,0,0
"601","General mindset is that if it is good for me, it should be accepted. That's the reason behind Hindi people pushing /PNdyVSdtD8",1,0,1,100,0
"602","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
